시장코드,시장명,시장 유형,지번주소,도로명주소,시도,시군구,아케이드 보유 여부,엘리베이터_에스컬레이터_보유여부,고객지원센터 보유 여부,스프링쿨러 보유 여부,화재감지기 보유여부,유아놀이방_보유여부,종합콜센터_보유여부,고객휴게실_보유여부,수유센터_보유여부,물품보관함_보유여부,자전거보관함_보유여부,체육시설_보유여부,간이 도서관_보유여부,쇼핑카트_보유여부,외국인 안내센터_보유여부,고객동선통로_보유여부,방송센터_보유여부,문화교실_보유여부,공동물류창고_보유여부,시장전용 고객주차장_보유여부,교육장_보유여부,회의실_보유여부,자동심장충격기_보유여부
a02120011,증산종합시장,전통시장,서울특별시 은평구 증산동 184-9,서울특별시 은평구 증산로3길 12,서울,은평구,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N
a02120015,대림골목시장,전통시장,서울특별시 은평구 응암동 602-1,서울특별시 은평구 응암로 12길 8,서울,은평구,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N
a02120013,대조시장,전통시장,서울특별시 은평구 대조동 12-3,서울특별시 은평구 불광로 13,서울,은평구,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N
a02130008,영천시장,전통시장,서울특별시 서대문구 영천동 323,서울특별시 서대문구 통일로 189-1 영천시장,서울,서대문구,Y,,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,N,Y,Y,N
a02130004,연희사러가,전통시장,서울특별시 서대문구 연희동 131의 1,서울특별시 서대문구 연희맛로 23 연희동,서울,서대문구,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N
a02130005,유진상가,전통시장,서울특별시 서대문구 홍은동 48-84,서울특별시 서대문구 홍은동 통일로 484,서울,서대문구,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a02130006,인왕시장,전통시장,서울특별시 서대문구 홍제3동 298-7,서울특별시 서대문구 인왕시장길 24 홍제동,서울,서대문구,Y,,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y
a02130002,백련시장,전통시장,서울특별시 서대문구 남가좌동 345-4,서울특별시 서대문구 가재울로6길 53-87 남가좌동 백련시장아파트,서울,서대문구,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a02130009,포방터시장,전통시장,서울특별시 서대문구 홍은동 9-123,서울특별시 서대문구 포방터길 43,서울,서대문구,N,,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N
a02140001,공덕시장,전통시장,서울특별시 마포구 공덕동 256-10,서울특별시 마포구 만리재로 19 공덕동,서울,마포구,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y
a02140004,마포시장,전통시장,서울특별시 마포구 공덕동 256-5  256-30,서울특별시 마포구 마포대로6길 16 만리재로 23 공덕동,서울,마포구,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y
a02140005,망원동월드컵시장,전통시장,서울특별시 마포구 망원동 424-7,서울특별시 마포구 망원로7길 3 31 망원동,서울,마포구,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,Y,Y
a02140016,마포농수산물시장,전통시장,서울특별시 마포구 성산동 533-1,서울특별시 마포구 월드컵로 235 성산동,서울,마포구,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y
a02140017,아현시장,전통시장,서울특별시 마포구 아현동 327-40,서울특별시 마포구 아현동 굴레방로 7길 8,서울,마포구,Y,,Y,N,Y,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y
a02140006,망원시장,전통시장,서울특별시 마포구 망원동 486-37,서울특별시 마포구 망원로8길 3 70 망원동,서울,마포구,Y,,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y
a02150003,목사랑시장 (목4동시장),전통시장,서울특별시 양천구 목동 726-18 목4동시장고객지원센터,서울특별시 양천구 목동중앙남로7길 8 목동,서울,양천구,Y,,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N
a02150013,목2동시장,전통시장,서울특별시 양천구 목동 526,서울특별시 양천구 목동중앙북로 16길3,서울,양천구,Y,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
a02150017,목동깨비시장 (목3동시장),전통시장,서울특별시 양천구 목동 617-13 목3동시장 고객지원센터,서울특별시 양천구 목동중앙북로6길 5 목동,서울,양천구,N,,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N
a02150001,우성상가시장,전통시장,서울특별시 양천구 신월동 928-1,서울특별시 양천구 지양로 78,서울,양천구,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N
a02150004,신곡종합시장,전통시장,서울특별시 양천구 신월동 575-17,서울특별시 양천구 남부순환로79길 37,서울,양천구,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
a02150005,신영시장,전통시장,서울특별시 양천구 신월동 114-18 신영시장고객지원센터,서울특별시 양천구 월정로 161-5 2층,서울,양천구,Y,,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y
a02150008,경창시장,전통시장,서울특별시 양천구 신월동 447-8,서울특별시 양천구 오목로9길 31,서울,양천구,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N
a02150012,신정제일시장,전통시장,서울특별시 양천구 신정1동 1030-6,서울특별시 양천구 중앙로34길 30,서울,양천구,N,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N
a02150010,오목교중앙시장,전통시장,서울특별시 양천구 신정2동 119-32,서울특별시 양천구 신목로4길 25 신정동,서울,양천구,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
a02160013,화곡본동시장,전통시장,서울특별시 강서구 화곡본동 98-45,서울특별시 강서구 까치산로 35,서울,강서구,Y,,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,Y,Y
a02160017,등마루시장,전통시장,서울특별시 강서구 등촌동 637-10,서울특별시 강서구 화곡로68길 120,서울,강서구,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a02160007,방신전통시장,전통시장,서울특별시 강서구 방화동 579-1,서울특별시 강서구 방화동로16길32,서울,강서구,Y,,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y
a02160004,대원종합시장,전통시장,서울특별시 강서구 화곡3동 1023,서울특별시 강서구 화곡로21길 78(건물형),서울,강서구,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a02160002,까치산시장,전통시장,서울특별시 강서구 화곡동 342-16,서울특별시 강서구 강서로 12길 14,서울,강서구,Y,,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y
a02160003,남부화곡시장,전통시장,서울특별시 강서구 화곡동 830-1,서울특별시 강서구 등촌로5길 80번지(건물형),서울,강서구,N,N,Y,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,N,N
a02160005,남부골목시장,전통시장,서울특별시 강서구 화곡동 801-9,서울특별시 강서구 등촌로5길 62-4,서울,강서구,Y,,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N
a02160011,신월중앙시장,전통시장,서울특별시 강서구 화곡동 929-1,서울특별시 강서구 강서로 5나길 109,서울,강서구,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N
a02160014,화곡중앙시장,전통시장,서울특별시 강서구 화곡동 362-144 (삭 제),서울특별시 강서구 월정로 30길 66,서울,강서구,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,Y,N,Y,Y
a02170009,가리봉시장,전통시장,서울특별시 구로구 가리봉동 123-62,서울특별시 구로구 우마3길 15,서울,구로구,Y,,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N
a02170003,고척근린시장,전통시장,서울특별시 구로구 고척동 269-1,서울특별시 구로구 고척로 40길 19,서울,구로구,Y,,Y,N,Y,N,Y,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y
b02170003,고척골목시장상점가,전통시장,서울특별시 구로구 고척동 51-10,서울특별시 구로구 중앙로8길 10 고척동,서울,구로구,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
a02170006,남구로시장,전통시장,서울특별시 구로구 구로2동 730-52,서울특별시 구로구 구로동로26길 41,서울,구로구,Y,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N
a02170005,구로시장,전통시장,서울특별시 구로구 구로동734-17 2층,서울특별시 구로구 구로동로22길 17-4,서울,구로구,Y,,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y
a02180001,별빛남문시장,전통시장,서울특별시 금천구 독산동 984-10,서울특별시 금천구 시흥대로 144길 17,서울,금천구,Y,,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a02180005,비단길현대시장,전통시장,서울특별시 금천구 시흥동 828-45,서울특별시 금천구 독산로 27길 52,서울,금천구,Y,,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N
d02180007,대명여울빛거리시장,전통시장,서울특별시 금천구 시흥동 889-13,서울특별시 금천구 시흥대로 212 시흥동,서울,금천구,Y,,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y
a02180007,은행나무시장,전통시장,서울특별시 금천구 시흥동 828-45,서울특별시 금천구 금하로 25길 9 지하1층,서울,금천구,Y,,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y
a02190025,영등포유통상가,전통시장,서울특별시 영등포구 당산동2가 30-2 영등포유통상가,서울특별시 영등포구 영등포로 109 당산동2가,서울,영등포구,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a02190005,대림중앙시장,전통시장,서울특별시 영등포구 대림동 1028-4,서울특별시 영등포구 디지털로53길 25-17,서울,영등포구,N,,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,Y,Y
a02190016,영일시장,전통시장,서울특별시 영등포구 문래동3가 10,서울특별시 영등포구 문래로30길 27,서울,영등포구,N,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N
a02190008,동남상가,전통시장,서울특별시 영등포구 영등포동5가 24 동남상가아파트,서울특별시 영등포구 영등포로 37길4,서울,영등포구,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N
a02190011,삼구시장,전통시장,서울특별시 영등포구 영등포동5가 20-62,서울특별시 영등포구 영등포로 219 영등포동5가,서울,영등포구,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,Y,N
a02190015,영신상가,전통시장,서울특별시 영등포구 영등포동5가 18-1,서울특별시 영등포구 영등포로 225 영등포동5가,서울,영등포구,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,Y,N
a02200029,남성역골목시장,전통시장,서울특별시 동작구 사당동 267-4,서울특별시 동작구 사당로 16가길 19,서울,동작구,N,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N
a02200028,상도전통시장,전통시장,서울특별시 동작구 상도동 467-2,서울특별시 동작구 상도로 37길 62,서울,동작구,N,,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a02210027,성대시장,전통시장,서울특별시 동작구 상도동 324-1,서울특별시 동작구 상도로102,서울,동작구,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N
a02210030,성대전통시장,전통시장,서울특별시 동작구 상도동 324-68,서울특별시 동작구 국사봉1길 41,서울,동작구,N,,Y,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
a02200010,남성사계시장,전통시장,서울특별시 동작구 사당동 88-3,서울특별시 동작구 동작대로29길 8,서울,동작구,Y,,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N
a02210010,봉천제일종합시장,전통시장,서울특별시 관악구 청룡동 921-1,서울특별시 관악구 청룡2길 29,서울,관악구,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N
a02210004,봉일시장,전통시장,서울특별시 관악구 봉천동 951-25,서울특별시 관악구 은천로 28,서울,관악구,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N
a02210005,인헌시장,전통시장,서울특별시 관악구 봉천동 1636-4,서울특별시 관악구 남부순환로246나길 14,서울,관악구,Y,,Y,N,Y,N,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a02210011,봉천중앙시장,전통시장,서울특별시 관악구 봉천동 32-2,서울특별시 관악구 관악로 211,서울,관악구,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,N,N
a02210001,관악종합시장,전통시장,서울특별시 관악구 신림동 1602-1,서울특별시 관악구 신원로 23,서울,관악구,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N
a02210014,관악신사시장,전통시장,서울특별시 관악구 신림동 494-34,서울특별시 관악구 관천로19길 89,서울,관악구,Y,,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y
a02210020,우림시장,전통시장,서울특별시 관악구 신림동 638-50,서울특별시 관악구 난곡로 26길 19,서울,관악구,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y
a02210024,신림현대종합상가,전통시장,서울특별시 관악구 신림동 1694,서울특별시 관악구 신림로 29길 3-20,서울,관악구,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N
a02210013,신원시장,전통시장,서울특별시 관악구 신원동 1599-3,서울특별시 관악구 신원로3길 20-3,서울,관악구,Y,,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N
a02210021,원당종합시장,전통시장,서울특별시 관악구 인헌동 1638-20,서울특별시 관악구 남부순환로248길 35,서울,관악구,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
a02210019,신림중앙시장,전통시장,서울특별시 관악구 조원동 541,서울특별시 관악구 조원로16길 27,서울,관악구,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,Y,N
a02210012,봉천현대시장,전통시장,서울특별시 관악구 봉천동 503-2,서울특별시 관악구 양녕로 49,서울,관악구,Y,,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,Y,Y,Y,N
a02210016,조원동펭귄시장,전통시장,서울특별시 관악구 신림동 541의 6,서울특별시 관악구 조원로16길 27,서울,관악구,N,,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N
a02220001,남부종합시장,전통시장,서울특별시 서초구 방배동 767-1 남부종합시장,서울특별시 서초구 방배중앙로 27길 17,서울,서초구,Y,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a02220002,양재시장,전통시장,서울특별시 서초구 양재동1-7,서울특별시 서초구 남부순환로356길 15 양재동,서울,서초구,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N
a02230001,강남시장,전통시장,서울특별시 강남구 신사동 510-11,서울특별시 강남구 압구정로 2길 46,서울,강남구,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a02230004,신사상가,전통시장,서울특별시 강남구 압구정동 454,서울특별시 강남구 압구정로29길 72-1,서울,강남구,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N
a02230007,청담삼익시장,전통시장,서울특별시 강남구 청담동 134-20,서울특별시 강남구 학동로 101길 26,서울,강남구,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N
a02240002,마천시장,전통시장,서울특별시 송파구 마천동 140-2번지,서울특별시 송파구 마천로45길 23 113호,서울,송파구,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,Y
a02240003,마천중앙시장,전통시장,서울특별시 송파구 마천동 135-4,서울특별시 송파구 마천로45길 14 2층,서울,송파구,N,,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y
a02240007,방이시장,전통시장,서울특별시 송파구 방이동 124-20,서울특별시 송파구 가락로 243,서울,송파구,N,,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y
a02240005,석촌시장,전통시장,서울특별시 송파구 석촌동 274-8  지층,서울특별시 송파구 송파대로 37길 52 지층,서울,송파구,N,,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y
a02240006,새마을시장,전통시장,서울특별시 송파구 잠실동 210-33,서울특별시 송파구 석촌호수로12길 3-9,서울,송파구,Y,,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a02240004,풍납시장,전통시장,서울특별시 송파구 풍납동 88-61,서울특별시 송파구 바람드리길 15-1 풍납동,서울,송파구,N,,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y
a02250008,암사종합시장,전통시장,서울특별시 강동구 암사동 501-18,서울특별시 강동구 상암로11길 25,서울,강동구,Y,,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y
a02250002,길동복조리시장,전통시장,서울특별시 강동구 천호대로193길 37,서울특별시 강동구 천중로52길 37,서울,강동구,Y,,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y
a02250006,명일전통시장,전통시장,서울특별시 강동구 명일동 333-2 일대,서울특별시 강동구 양재대로138길 20,서울,강동구,Y,,Y,N,Y,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y
a02250007,성내전통시장,전통시장,서울특별시 강동구 성내동 144-12,서울특별시 강동구 천호대로162길 61,서울,강동구,Y,,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a02250013,고분다리전통시장,전통시장,서울특별시 강동구 천호동 393-32,서울특별시 강동구 구천면로34길 13,서울,강동구,Y,,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N
a02250004,둔촌역전통시장,전통시장,서울특별시 강동구 성내동 416-12,서울특별시 강동구 풍성로58길 34,서울,강동구,Y,,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a51010003,자갈치시장,전통시장,부산광역시 중구 남포동4가 37-1,부산광역시 중구 자갈치해안로 52,부산,중구,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
a51010009,남포동건어물도매시장,전통시장,부산광역시 중구 남포동1가 62-1,부산광역시 중구 용미길10번길 1,부산,중구,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y
a51010024,부산자갈밭시장,전통시장,부산광역시 중구 남포동4가 37-1,부산광역시 중구 남포동 자갈치해안로 52,부산,중구,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y
a51010017,신동아수산물종합시장,전통시장,부산광역시 중구 남포동5가 92,부산광역시 중구 자갈치로 42,부산,중구,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
a51010018,신천지시장,전통시장,부산광역시 중구 남포동6가 3,부산광역시 중구 자갈치로 33,부산,중구,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y
a51010001,보수종합시장,전통시장,부산광역시 중구 보수동3가 46-1,부산광역시 중구 보수대로 94,부산,중구,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
a51010014,창선상가,전통시장,부산광역시 중구 부평동1가 13-6,"부산광역시 중구 중구로 44, 331호",부산,중구,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
a51010013,부평깡통시장,전통시장,부산광역시 중구 부평동2가 16,부산광역시 중구 부평1길 39,부산,중구,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
a51010021,월드밸리,전통시장,부산광역시 중구 부평동2가 2,부산광역시 중구 대청로 60,부산,중구,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y
a51010008,국제시장,전통시장,부산광역시 중구 신창동 4가,"부산광역시 중구 중구로 42, 3층",부산,중구,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y
a51010019,아리랑거리,전통시장,부산광역시 중구 신창동 3가 17-1,부산광역시 중구 중구로30번길 12,부산,중구,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y
a51010012,신창상가,전통시장,부산광역시 중구 신창동1가 19-2,부산광역시 중구 중구로34번길 21-1,부산,중구,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y
a51010010,만물의거리시장,전통시장,부산광역시 중구 신창동4가 10-5,부산광역시 중구 국제시장 2길 24-1,부산,중구,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y
a51010015,새영주시장,전통시장,부산광역시 중구 영주동 20-16,부산광역시 중구 초량중로6번길 일원,부산,중구,Y,,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y
a51010020,영주시장,전통시장,부산광역시 중구 영주동 595-3,부산광역시 중구 대영로242번길 3,부산,중구,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N
a51010002,부산데파트,전통시장,부산광역시 중구 중앙동7가 20-1,부산광역시 중구 중앙대로 1,부산,중구,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y
a51120001,명지시장,전통시장,부산광역시 강서구 명지동 1-377,부산광역시 강서구 신포길 17번길 27,부산,강서구,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N
a51020010,충무동새벽시장,전통시장,부산광역시 서구 남부민동 685-1,부산광역시 서구 해안새벽시장길 68 남부민동,부산,서구,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a51020003,동대신1동골목시장,전통시장,부산광역시 서구 동대신동1가129-6,부산광역시 서구 대영로 74번길 4 동대신동1가,부산,서구,Y,,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
a51020002,대신시장,전통시장,부산광역시 서구 동대신동1가 113-1,부산광역시 서구 대영로 78 동대신동1가,부산,서구,N,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N
a51020004,서대신1동골목시장,전통시장,부산광역시 서구 서대신동1가 149-4,부산광역시 서구 대영로 30번길 19-1 서대신동1가,부산,서구,Y,,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
a51020005,서대신동골목시장,전통시장,부산광역시 서구 서대신동2가 99-5,부산광역시 서구 구덕로295번길 4 서대신동2가,부산,서구,Y,,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N
a51020007,아미시장,전통시장,부산광역시 서구 아미동 2가 96-11,부산광역시 서구 아미초장로 132 아미동2가,부산,서구,Y,,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
a51020006,송남시장,전통시장,부산광역시 서구 암남동 346-2,부산광역시 서구 충무대로 34 암남동,부산,서구,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N
a51020009,충무동해안시장,전통시장,부산광역시 서구 충무동 1가 43-1,부산광역시 서구 자갈치로 14-12 충무동1가,부산,서구,N,,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N
a51020008,충무동골목시장,전통시장,부산광역시 서구 충무동1가 38-32,부산광역시 서구 충무대로267번길 5 충무동1가,부산,서구,N,,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a51030008,성북시장,전통시장,부산광역시 동구 범일4동 1430-53,부산광역시 동구 범일동 1430-6,부산,동구,N,,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N
