시장코드,시장명,시장 유형,지번주소,도로명주소,시도,시군구,아케이드 보유 여부,엘리베이터_에스컬레이터_보유여부,고객지원센터 보유 여부,스프링쿨러 보유 여부,화재감지기 보유여부,유아놀이방_보유여부,종합콜센터_보유여부,고객휴게실_보유여부,수유센터_보유여부,물품보관함_보유여부,자전거보관함_보유여부,체육시설_보유여부,간이 도서관_보유여부,쇼핑카트_보유여부,외국인 안내센터_보유여부,고객동선통로_보유여부,방송센터_보유여부,문화교실_보유여부,공동물류창고_보유여부,시장전용 고객주차장_보유여부,교육장_보유여부,회의실_보유여부,자동심장충격기_보유여부
a54080004,상주중앙시장,전통시장,경상북도 상주시 남성동 85-10,경상북도 상주시 남성로35,경북,상주시,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N
a54080008,풍물시장,전통시장,경상북도 상주시 남성동 113-28,경상북도 상주시 풍물시장길16,경북,상주시,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N
a54080009,남성시장,전통시장,경상북도 상주시 남성4길 43 일원,경상북도 상주시 남성4길 43,경북,상주시,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
a54080003,은척시장,전통시장,경상북도 상주시 은척면 봉중리383-2,경상북도 상주시 은척면 봉중1길 16-1,경북,상주시,N,,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N
a54080005,함창시장,전통시장,경상북도 상주시 함창읍 구향리 122,경상북도 상주시 함창읍 함창시장길4514,경북,상주시,Y,,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a54080006,화령시장,전통시장,경상북도 상주시 화서면 신봉3리 128-7,경상북도 상주시 화서면 화령남6길 7,경북,상주시,Y,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a54090002,가은아자개시장,전통시장,경상북도 문경시 가은읍 왕능리 275-26,경상북도 문경시 가은읍 가은5길 7,경북,문경시,Y,,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y
a54090005,문경전통시장,전통시장,경상북도 문경시 문경읍 하리 88-2,경상북도 문경시 문경읍 문희로 41-15,경북,문경시,Y,,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y
a54090001,(유)문경시중앙시장,전통시장,경상북도 문경시 점촌동 197-14,경상북도 문경시 중앙로 87,경북,문경시,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N
a54090006,점촌전통시장 (구 신흥시장),전통시장,경상북도 문경시 흥덕동 794-1,경상북도 문경시 신흥시장길 19,경북,문경시,Y,,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y
a54090007,문경중앙시장,전통시장,경상북도 문경시 흥덕동 794-1,경상북도 문경시 중앙시장길32-10,경북,문경시,Y,,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N
a54100002,자인공설시장,전통시장,경상북도 경산시 자인면 서부리 254,경상북도 경산시 자인면 자인로 206-4,경북,경산시,Y,,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N
a54100003,하양공설시장,전통시장,경상북도 경산시 하양읍 금락리 35-6,경상북도 경산시 하양읍 대학로 1543,경북,경산시,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N
a54100001,경산공설시장,전통시장,경상북도 경산시 서상동 10,경상북도 경산시 경안로31길 19,경북,경산시,Y,,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y
a54320005,단촌정기시장,전통시장,경상북도 의성군 단촌면 하화리 1097-9,경상북도 의성군 단촌면 장터길15,경북,의성군,Y,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
a54320003,금성시장,전통시장,경상북도 의성군 금성면 대리리 66-7,경상북도 의성군 금성면 탑리길56-1,경북,의성군,N,,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,N
a54320006,봉양시장,전통시장,경상북도 의성군 봉양면 화전리 94-5,경상북도 의성군 봉양면 도리원6길 9-1,경북,의성군,Y,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N
a54320001,안계공설시장,전통시장,경상북도 의성군 안계면 용기리 467-1,경상북도 의성군 안계면 안계시장길 14-11,경북,의성군,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y
a54320002,의성공설재래시장,전통시장,경상북도 의성군 의성읍 도동리 758-4,경상북도 의성군 의성읍 전통시장 1길 12-8,경북,의성군,Y,N,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a54320009,의성염매시장,전통시장,경상북도 의성군 의성읍 후죽리 688,경상북도 의성군 의성읍 염매시장길 5,경북,의성군,Y,,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,Y,N,Y,N,Y,Y
a54330003,안덕시장,전통시장,경상북도 청송군 안덕면 명당1리 안덕로57,경상북도 청송군 안덕면 명당2길,경북,청송군,Y,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a54330004,진보시장,전통시장,경상북도 청송군 진보면 진안리 121-3,경상북도 청송군 진보면 진안남2길 9-1,경북,청송군,Y,,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y
a54330005,청송시장,전통시장,경상북도 청송군 청송읍 월막리 423-1,경상북도 청송군 청송읍 현충로 106,경북,청송군,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a54330001,도평시장,전통시장,경상북도 청송군 현동면 도평리 839-103,경상북도 청송군 현동면 도평2길 21,경북,청송군,Y,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a54330006,화목시장,전통시장,경상북도 청송군 현서면 구산리 100-14,경상북도 청송군 현서면 구산북로57-1,경북,청송군,Y,,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N
a54340001,영양시장,전통시장,경상북도 영양군 영양로 영양읍 서부리 288-3,경상북도 영양군 영양로 영양읍 시장5길 4,경북,영양군,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y
a54350001,강구시장,전통시장,경상북도 영덕군 강구면 오포리 535,경상북도 영덕군 강구면 강구시장1길 8-2,경북,영덕군,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N
a54350002,남정시장,전통시장,경상북도 영덕군 남정면 장사리365,경상북도 영덕군 남정면 진불1길 31-3,경북,영덕군,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a54350005,영해만세시장,전통시장,경상북도 영덕군 영해면 성내리 468-1,경상북도 영덕군 영해면 예주시장5길 21,경북,영덕군,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y
a54360001,동곡공설시장,전통시장,경상북도 청도군 금천면 동곡리 776,경상북도 청도군 금천면 금천로 41-2,경북,청도군,Y,,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a54360005,풍각공설시장,전통시장,경상북도 청도군 청도군 풍각면 송서리 572-2,경상북도 청도군 청도군 풍각면 송서7길 5,경북,청도군,Y,,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a54360004,청도공설시장,전통시장,경상북도 청도군 청도읍 고수리 778 외,경상북도 청도군 청도읍 청도시장1길 21,경북,청도군,Y,,Y,N,Y,N,N,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y
a54370001,고령대가야시장,전통시장,경상북도 고령군 대가야읍 지산리 222-2,경상북도 고령군 대가야읍 시장3길29,경북,고령군,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y
a54380002,성주시장,전통시장,경상북도 성주군 성주읍 경산리 718-63,경상북도 성주군 성주읍 시장길 43-1,경북,성주군,Y,,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N
a54390001,왜관시장,전통시장,경상북도 칠곡군 왜관읍 왜관리 211-187,경상북도 칠곡군 왜관읍 시장2길 9,경북,칠곡군,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y
a54400009,예천맛고을시장,전통시장,경상북도 예천군 노하리 74-16,경상북도 예천군 예천읍 맛고을길 57,경북,예천군,Y,,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
a54400002,예천상설시장,전통시장,경상북도 예천군 예천읍 동본리 553,경상북도 예천군 예천읍 상설시장2길 3-1,경북,예천군,Y,,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a54400008,예천중앙시장,전통시장,경상북도 예천군 예천읍 동본리 497-1,경상북도 예천군 예천읍 시장로127,경북,예천군,Y,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a54400004,용궁시장,전통시장,경상북도 예천군 용궁면 읍부리 329-1,경상북도 예천군 용궁면 용궁시장길 9,경북,예천군,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N
a54400007,풍양시장,전통시장,경상북도 예천군 풍양면 낙상리 157-7,경상북도 예천군 풍양면 낙상2길 37-13,경북,예천군,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a54410001,봉화상설시장,전통시장,경상북도 봉화군 봉화읍 내성리 419-20,경상북도 봉화군 봉화읍 신시장 6,경북,봉화군,Y,,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y
a54410003,봉화내성시장,전통시장,경상북도 봉화군 봉화읍 내성리 192-1,경상북도 봉화군 봉화읍 내성로5길 13 군민행복센터(1층),경북,봉화군,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y
a54410002,억지춘양시장,전통시장,경상북도 봉화군 춘양면 의양리 357-29,경상북도 봉화군 춘양면 의양로 60,경북,봉화군,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y
a54420004,척산시장,전통시장,경상북도 울진군 기성면 척산리 211-14,경상북도 울진군 기성면 척산길 51-25,경북,울진군,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
a54420001,매화시장,전통시장,경상북도 울진군 매화면 매화리 1180-1,경상북도 울진군 매화면 매화2길 36-14,경북,울진군,Y,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a54420007,흥부시장,전통시장,경상북도 울진군 북면 부구리 135,경상북도 울진군 북면 장터길 104,경북,울진군,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
a54420002,울진바지게시장,전통시장,경상북도 울진군 울진읍 읍내리 63,경상북도 울진군 울진읍 읍내1길 18 (울진시장),경북,울진군,Y,N,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a54420003,죽변시장,전통시장,경상북도 울진군 죽변면 죽변리 36-8,경상북도 울진군 죽변면 죽변중앙로 168-14,경북,울진군,Y,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N
a54420005,평해시장,전통시장,경상북도 울진군 평해읍 평해리 879-3,경상북도 울진군 평해읍 평해6길12,경북,울진군,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N
a54420006,후포시장,전통시장,경상북도 울진군 후포면 삼율리 126,경상북도 울진군 후포면 울진대게로21,경북,울진군,Y,,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N
a55030015,진주동성상가,전통시장,경상남도 진주시 강남동 219,경상남도 진주시 진주대로 901,경남,진주시,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y
a55030002,금곡시장,전통시장,경상남도 진주시 금곡면 두문리 639-1,경상남도 진주시 금곡면 구암두문로 1021-9,경남,진주시,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
a55030003,대곡시장,전통시장,경상남도 진주시 대곡면 광석리 321,경상남도 진주시 대곡면 진의로 1079번길 6,경남,진주시,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
a55030012,진주중앙시장,전통시장,경상남도 진주시 대안동 8-600,경상남도 진주시 진양호로547번길 8-1 일원,경남,진주시,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N
a55030005,문산시장,전통시장,경상남도 진주시 문산읍 소문리 112-6,경상남도 진주시 문산읍 소문길 68,경남,진주시,N,,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,Y,N
a55030023,새서부시장,전통시장,경상남도 진주시 봉곡동28-5,경상남도 진주시 진주대로1175번길16-1,경남,진주시,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
a55030004,동부종합상가,전통시장,경상남도 진주시 상대동193-1,경상남도 진주시 대신로299번길 7,경남,진주시,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N
a55030011,자유시장,전통시장,경상남도 진주시 상대동 276-9,경상남도 진주시 도동천로 95,경남,진주시,Y,,Y,N,Y,N,N,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y
b55030022,진주청과시장,전통시장,경상남도 진주시 수정동 25-28,경상남도 진주시 촉석로 226번길 3,경남,진주시,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,N
a55030009,이현종합상가,전통시장,경상남도 진주시 이현동 21-3,경상남도 진주시 신안로 165,경남,진주시,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a55030010,일반성시장,전통시장,경상남도 진주시 일반성면 창촌리 92,경상남도 진주시 동부로1993번길 27,경남,진주시,N,,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a55030020,진주논개시장(장대시장),전통시장,경상남도 진주시 장대동 58-8,경상남도 진주시 진양호로569번길 12,경남,진주시,Y,,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N
a55030016,천전시장,전통시장,경상남도 진주시 칠암동 306-1,경상남도 진주시 진주대로 954번길 4,경남,진주시,Y,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N
a55030018,평거한보하이타운,전통시장,경상남도 진주시 평거동 301-1,경상남도 진주시 순환로 553번길 7,경남,진주시,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a55030024,비봉시장,전통시장,-,경상남도 진주시 진주대로1070번길 15-1,경남,진주시,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
a55050001,북신전통시장,전통시장,경상남도 통영시 북신동 665-16,경상남도 통영시 북신시장1길 66,경남,통영시,Y,,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a55050003,서호전통시장,전통시장,경상남도 통영시 서호동 163-42,경상남도 통영시 새터길 58-9,경남,통영시,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N
a55050004,통영중앙전통시장,전통시장,경상남도 통영시 중앙동 38-4,경상남도 통영시 중앙시장1길14-16,경남,통영시,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y
a55060001,곤양종합시장,전통시장,경상남도 사천시 곤양면 남문외리 48-4,경상남도 사천시 곤양면 남산로 65,경남,사천시,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a55060004,삼천포종합시장,전통시장,경상남도 사천시 동금동88-4,경상남도 사천시 동금2길 15,경남,사천시,N,,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a55060003,삼천포용궁수산시장,전통시장,경상남도 사천시 동동 485-2,경상남도 사천시 어시장길 64,경남,사천시,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N
a55060008,삼천포전통수산시장,전통시장,경상남도 사천시 서동 311-112,경상남도 사천시 어시장길 46,경남,사천시,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N
a55060006,서포시장,전통시장,경상남도 사천시 서포면 구평리 644-3,경상남도 사천시 자구로 473,경남,사천시,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N
a55060005,삼천포중앙시장,전통시장,경상남도 사천시 선구동17-4,경상남도 사천시 중앙시장2길 37,경남,사천시,Y,N,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N
a55060007,완사시장,전통시장,경상남도 사천시 정곡리 842,경상남도 사천시 완사2길 12,경남,사천시,N,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N
a55060002,사천읍시장,전통시장,경상남도 사천시 정의리 392-2,경상남도 사천시 사천읍 시장1길 16,경남,사천시,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a55070001,김해전통시장(김해동상시장),전통시장,경상남도 김해시 동상동 877-2,경상남도 김해시 호계로 517번길 5-13,경남,김해시,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y
a55070005,삼방시장,전통시장,경상남도 김해시 삼안로 삼방동 665-8,경상남도 김해시 삼안로 255번길 안길 6-12,경남,김해시,Y,,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N
a55070006,외동전통시장,전통시장,경상남도 김해시 외동 1254-2,경상남도 김해시 내외중앙로 33,경남,김해시,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a55070003,진례전통시장,전통시장,경상남도 김해시 진례면 송정리 239-3,경상남도 김해시 진례면 송현로 6-1,경남,김해시,Y,,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N
a55070004,진영전통시장,전통시장,경상남도 김해시 진영읍 진영리 235-16,경상남도 김해시 진영읍 진영로160번길 13-8,경남,김해시,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y
a55070007,주촌축산물시장,전통시장,일원,경상남도 김해시 주촌면 서부로1403번길 23-66,경남,김해시,N,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N
a55070002,장유전통시장(장유중앙시장),전통시장,경상남도 김해시 무계동 189-3,경상남도 김해시 장유로 287-22,경남,김해시,Y,N,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y
a55080003,내일전통시장,전통시장,경상남도 밀양시 내일동 174-9,경상남도 밀양시 상설시장3길 18-6,경남,밀양시,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N
a55080005,밀양아리랑시장,전통시장,경상남도 밀양시 내일동 583-1,경상남도 밀양시 상설시장1길11,경남,밀양시,Y,,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a55080004,무안시장(무안임시시장),전통시장,경상남도 밀양시 무안면 무안리 814-2,경상남도 밀양시 무안면 사명로510-1,경남,밀양시,Y,,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y
a55080006,송백시장,전통시장,경상남도 밀양시 산내면 송백리 1319-13,경상남도 밀양시 산내면 산내로 346-1,경남,밀양시,Y,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a55080007,송지시장,전통시장,경상남도 밀양시 삼랑진읍 송지리359의15,경상남도 밀양시 삼랑진읍 외송3길 8-1,경남,밀양시,Y,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N
a55080008,수산시장,전통시장,경상남도 밀양시 하남읍 수산리815-18,경상남도 밀양시 하남읍 시서상가길 5,경남,밀양시,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a55090009,한라프라자,전통시장,경상남도 거제시 고현동 961-153,경상남도 거제시 거제중앙로 1906 고현동,경남,거제시,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N
a55090003,옥수동새시장,전통시장,경상남도 거제시 능포동 680 7,경상남도 거제시 능포로134-2,경남,거제시,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
a55090004,옥수시장,전통시장,경상남도 거제시 능포동 633-215,경상남도 거제시 옥수로2길 10,경남,거제시,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N
a55090005,옥포국제시장,전통시장,경상남도 거제시 옥포동 525-19,경상남도 거제시 옥포로19길 12-1,경남,거제시,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a55090007,옥현상가,전통시장,경상남도 거제시 옥포동1293-1,경상남도 거제시 옥포로 250,경남,거제시,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N
a55090002,신부시장,전통시장,경상남도 거제시 장승포동 283-99,경상남도 거제시 장승포로 49,경남,거제시,N,,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y
a55090001,거제고현시장,전통시장,경상남도 거제시 거제중앙로17길 6 (고현동),경상남도 거제시 중앙로 1883-2,경남,거제시,Y,,N,Y,Y,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y
a55090008,장평종합시장,전통시장,경상남도 장평동 56-1,경상남도 거제시 장평로37,경남,거제시,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,N
a55090012,거제읍내시장,전통시장,경상남도 거제시 거제면 서상리 325-2번지,경상남도 거제시 거제읍내로2길 28,경남,거제시,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
a55100001,덕계종합상설시장,전통시장,경상남도 양산시 덕계동 754-1,경상남도 양산시 덕계2길 7,경남,양산시,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a55100008,양산북부시장,전통시장,경상남도 양산시 북부동 148-19,경상남도 양산시 중앙로 232,경남,양산시,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,Y,Y,N
a55100003,서창시장,전통시장,경상남도 양산시 삼호동 524,경상남도 양산시 서창서2길 5,경남,양산시,Y,,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,Y,Y,N
a55100004,석계시장,전통시장,경상남도 양산시 상북면 석계리 34-9,경상남도 양산시 상북면 삼계4길 2,경남,양산시,Y,,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N
a55100006,양산남부시장,전통시장,경상남도 양산시 중부동 423-5,경상남도 양산시 중앙로 133번지,경남,양산시,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N
a55100007,양산남부시장상가,전통시장,경상남도 양산시 중부동 407-3,경상남도 양산시 장터3길 7,경남,양산시,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N
a55100005,신평시장,전통시장,경상남도 양산시 하북면 순지리 575,경상남도 양산시 하북면 신평강변3길 11,경남,양산시,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N
a55010017,명서시장,전통시장,경상남도 창원시 명서동 75-1,경상남도 창원시 의창구 원이대로189번길 42,경남,창원시,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y
a55010006,대동그린코아상가,전통시장,경상남도 창원시 반지동 23,경상남도 창원시 창원천로 288,경남,창원시,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a55010028,북동공설시장,전통시장,경상남도 창원시 의창우 북동 249-1,경상남도 창원시 의창구 의안로 49번길 30,경남,창원시,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N
a55010007,대동중앙상가,전통시장,경상남도 창원시 의창구 팔용동124-2,경상남도 창원시 의창구 반계로 105,경남,창원시,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N
a55010015,롯데종합상가,전통시장,경상남도 창원시 의창구 용호동 63,경상남도 창원시 의창구 용지로225,경남,창원시,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N
a55010016,명곡종합상가,전통시장,경상남도 창원시 의창구 명서동 75-16,경상남도 창원시 의창구 명서로116번길 20,경남,창원시,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,N
a55010019,봉곡프라자상가,전통시장,경상남도 창원시 의창구 봉곡동61-10,경상남도 창원시 의창구 창이대로205번길 5,경남,창원시,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a55010024,소계시장,전통시장,경상남도 창원시 의창구 소계동83-6,경상남도 창원시 의창구 소계로 83-6,경남,창원시,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N
a55010032,토월복합상가시장,전통시장,경상남도 창원시 의창구 실월동68-1,경상남도 창원시 의창구 신월로 42,경남,창원시,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N
